"","band2","band3","band4","NDVI","VCF","class"
"231",0.0334,0.0227,0.1781,0.77390438247012,79,"2"
"232",0.0355,0.0245,0.1864,0.767662399241347,79,"2"
"233",0.0335,0.0245,0.203,0.784615384615385,80,"2"
"234",0.0356,0.0245,0.1822,0.762941461054669,80,"2"
"235",0.0356,0.0245,0.1864,0.767662399241347,80,"2"
"236",0.0356,0.0245,0.2195,0.799180327868853,76,"2"
"237",0.0377,0.0245,0.2236,0.802498992341798,77,"2"
"238",0.0377,0.0245,0.207,0.788336933045356,77,"2"
"239",0.0356,0.0227,0.2153,0.809243697478992,77,"2"
"240",0.0356,0.0264,0.2195,0.78527856852379,77,"2"
"241",0.0356,0.0264,0.2278,0.792289535798584,76,"2"
"242",0.0356,0.0245,0.2236,0.802498992341798,75,"2"
"243",0.0377,0.0245,0.2153,0.795663052543786,75,"2"
"244",0.0335,0.0245,0.2195,0.799180327868853,82,"2"
"245",0.0356,0.0283,0.2443,0.792369772560528,81,"2"
"246",0.0398,0.0264,0.2484,0.807860262008734,81,"2"
"247",0.0356,0.0264,0.2195,0.78527856852379,81,"2"
"248",0.0356,0.0264,0.2319,0.795586527293844,82,"2"
"249",0.0335,0.0245,0.2195,0.799180327868853,80,"2"
"250",0.0335,0.0208,0.1864,0.799227799227799,77,"2"
"251",0.0351,0.0223,0.1865,0.78639846743295,79,"2"
"252",0.0351,0.0204,0.2073,0.820816864295125,79,"2"
"253",0.0309,0.0242,0.1865,0.770289511153299,79,"2"
"254",0.0331,0.0242,0.1823,0.765617433414044,79,"2"
"255",0.0353,0.0224,0.1782,0.77666999002991,78,"2"
"256",0.031,0.0243,0.1656,0.744075829383886,79,"2"
"257",0.0375,0.0243,0.2031,0.786279683377309,79,"2"
"258",0.0375,0.0281,0.2113,0.765246449456976,79,"2"
"259",0.029,0.0226,0.1656,0.759829968119022,79,"2"
"260",0.0333,0.0244,0.1531,0.725070422535211,79,"2"
"261",0.0313,0.0263,0.1781,0.7426614481409,80,"2"
"262",0.0334,0.0264,0.203,0.769834350479512,80,"2"
"263",0.0377,0.0245,0.2112,0.792108612643191,80,"2"
"264",0.0335,0.0227,0.1947,0.791168353265869,80,"2"
"265",0.0335,0.0208,0.1738,0.78622816032888,80,"2"
"266",0.0356,0.0208,0.1822,0.795073891625616,79,"2"
"267",0.0335,0.0227,0.1781,0.77390438247012,79,"2"
"268",0.0313,0.0189,0.1738,0.803840166061235,79,"2"
"269",0.0335,0.0208,0.1988,0.810564663023679,79,"2"
"270",0.0292,0.0227,0.1822,0.77842850170815,79,"2"
"271",0.0313,0.0227,0.1947,0.791168353265869,79,"2"
"272",0.0313,0.0227,0.1988,0.795033860045147,79,"2"
"273",0.0335,0.0227,0.1781,0.77390438247012,78,"2"
"274",0.0377,0.0264,0.2236,0.7888,80,"2"
"275",0.0377,0.0245,0.2608,0.828250963897652,79,"2"
"276",0.0377,0.0283,0.2484,0.795446331767257,78,"2"
"277",0.0356,0.0283,0.2236,0.775307661770544,79,"2"
"278",0.0356,0.0283,0.2401,0.789120715350224,81,"2"
"279",0.0356,0.0264,0.2153,0.781547372776169,80,"2"
"280",0.0356,0.0208,0.1988,0.810564663023679,78,"2"
"281",0.0329,0.0223,0.1907,0.790610328638498,79,"2"
"282",0.0309,0.0204,0.1782,0.794561933534743,79,"2"
"283",0.0309,0.0224,0.174,0.771894093686354,79,"2"
"284",0.0309,0.0224,0.1989,0.797559873474921,80,"2"
"285",0.031,0.0224,0.1739,0.771777890983189,80,"2"
"286",0.0289,0.0225,0.1656,0.760765550239234,79,"2"
"287",0.0396,0.0281,0.2237,0.776806989674345,79,"2"
"288",0.0332,0.0225,0.203,0.800443458980044,79,"2"
"289",0.0312,0.0226,0.1572,0.74860956618465,79,"2"
"290",0.0355,0.0244,0.1781,0.759012345679012,79,"2"
"291",0.0334,0.0263,0.2071,0.774635818337618,79,"2"
"292",0.0377,0.0283,0.2361,0.785930408472012,79,"2"
"293",0.0377,0.0227,0.2278,0.8187624750499,78,"2"
"294",0.0356,0.0245,0.203,0.784615384615385,78,"2"
"295",0.0335,0.0245,0.1781,0.758144126357354,78,"2"
"296",0.0335,0.0245,0.1864,0.767662399241347,79,"2"
"297",0.0335,0.0227,0.1781,0.77390438247012,79,"2"
"298",0.0313,0.0227,0.1864,0.782879005260641,79,"2"
"299",0.0335,0.0227,0.1738,0.768956743002545,79,"2"
"300",0.0292,0.0208,0.1614,0.771679473106476,79,"2"
"301",0.0313,0.0227,0.1781,0.77390438247012,79,"2"
"302",0.0356,0.0227,0.203,0.798848028356225,80,"2"
"303",0.0313,0.0227,0.1738,0.768956743002545,80,"2"
"304",0.0356,0.0264,0.2236,0.7888,76,"2"
"305",0.0356,0.0264,0.2484,0.807860262008734,75,"2"
"306",0.0398,0.0302,0.2691,0.79819579017708,75,"2"
"307",0.0377,0.0264,0.2319,0.795586527293844,77,"2"
"308",0.0356,0.0283,0.2278,0.778992581023038,79,"2"
"309",0.0356,0.0245,0.203,0.784615384615385,80,"2"
"310",0.0335,0.0227,0.1947,0.791168353265869,80,"2"
"311",0.0286,0.024,0.1532,0.729119638826185,80,"2"
"312",0.0308,0.0185,0.1866,0.819600195026816,79,"2"
"313",0.0308,0.0185,0.1615,0.794444444444444,78,"2"
"314",0.0351,0.0224,0.2032,0.801418439716312,78,"2"
"315",0.0352,0.0242,0.228,0.808088818398097,80,"2"
"316",0.0288,0.0224,0.1698,0.76690946930281,80,"2"
"317",0.0331,0.0225,0.1823,0.7802734375,79,"2"
"318",0.0396,0.0262,0.2362,0.80030487804878,78,"2"
"319",0.0311,0.0262,0.2071,0.775396485212173,79,"2"
"320",0.0375,0.0244,0.1947,0.777270652670014,79,"2"
"321",0.0376,0.0282,0.2237,0.776101627630012,78,"2"
"322",0.0376,0.0282,0.2319,0.783160322952711,78,"2"
"323",0.0377,0.0283,0.2278,0.778992581023038,78,"2"
"324",0.0356,0.0264,0.2236,0.7888,77,"2"
"325",0.0377,0.0264,0.203,0.769834350479512,77,"2"
"326",0.0335,0.0227,0.203,0.798848028356225,77,"2"
"327",0.0377,0.0264,0.2153,0.781547372776169,78,"2"
"328",0.0356,0.0245,0.2195,0.799180327868853,77,"2"
"329",0.0356,0.0245,0.1988,0.780564263322884,77,"2"
"330",0.0356,0.0264,0.1697,0.73074961754207,76,"2"
"331",0.0335,0.0208,0.1864,0.799227799227799,77,"2"
"332",0.0335,0.0245,0.1822,0.762941461054669,78,"2"
"333",0.0335,0.0208,0.1822,0.795073891625616,79,"2"
"334",0.0313,0.0208,0.1738,0.78622816032888,79,"2"
"335",0.0356,0.0245,0.2112,0.792108612643191,79,"2"
"336",0.0377,0.0264,0.2195,0.78527856852379,78,"2"
"337",0.0377,0.0302,0.2484,0.783201722900215,77,"2"
"338",0.0377,0.0227,0.2112,0.805899957246687,77,"2"
"339",0.0313,0.0227,0.1905,0.787054409005629,79,"2"
"340",0.0335,0.0245,0.1947,0.776459854014598,80,"2"
"341",0.0335,0.0208,0.1947,0.806960556844548,79,"2"
"342",0.035,0.0278,0.1824,0.735490009514748,80,"2"
"343",0.0329,0.024,0.1866,0.772079772079772,78,"2"
"344",0.0351,0.026,0.1865,0.755294117647059,76,"2"
"345",0.0351,0.0279,0.2404,0.792023853894894,77,"2"
"346",0.0352,0.0224,0.2404,0.829528158295282,80,"2"
"347",0.031,0.0242,0.1906,0.774674115456238,80,"2"
"348",0.0331,0.0242,0.1823,0.765617433414044,79,"2"
"349",0.0374,0.0281,0.2197,0.77320419693301,77,"2"
"350",0.0375,0.0262,0.2362,0.80030487804878,79,"2"
"351",0.0354,0.0301,0.2362,0.773939166353736,79,"2"
"352",0.0376,0.0244,0.203,0.785400175901495,79,"2"
"353",0.0355,0.0244,0.1988,0.781362007168459,78,"2"
"354",0.0355,0.0227,0.1947,0.791168353265869,78,"2"
"355",0.0335,0.0264,0.207,0.773778920308483,77,"2"
"356",0.0356,0.0264,0.207,0.773778920308483,77,"2"
"357",0.0356,0.0245,0.2153,0.795663052543786,77,"2"
"358",0.0377,0.0264,0.207,0.773778920308483,78,"2"
"359",0.0335,0.0264,0.1905,0.756569847856155,77,"2"
"360",0.0356,0.0189,0.1822,0.812033814022874,77,"2"
"361",0.0335,0.0245,0.1822,0.762941461054669,76,"2"
"362",0.0356,0.0208,0.1947,0.806960556844548,77,"2"
"363",0.0335,0.0208,0.1738,0.78622816032888,78,"2"
"364",0.0313,0.0227,0.1822,0.77842850170815,79,"2"
"365",0.0377,0.0245,0.2112,0.792108612643191,80,"2"
"366",0.0335,0.0283,0.2361,0.785930408472012,82,"2"
"367",0.0377,0.0264,0.2236,0.7888,80,"2"
"368",0.0335,0.0227,0.2195,0.812551610239472,78,"2"
"369",0.0356,0.0227,0.1947,0.791168353265869,78,"2"
"370",0.0313,0.0245,0.1864,0.767662399241347,79,"2"
"371",0.0335,0.0227,0.1864,0.782879005260641,80,"2"
"372",0.0313,0.0208,0.1864,0.799227799227799,79,"2"
"373",0.035,0.0278,0.2032,0.759307359307359,80,"2"
"374",0.0371,0.024,0.1907,0.776432231020028,77,"2"
"375",0.0351,0.026,0.2115,0.781052631578947,76,"2"
"376",0.0394,0.0279,0.2529,0.801282051282051,77,"2"
"377",0.0373,0.0261,0.2529,0.812903225806452,79,"2"
"378",0.0373,0.0242,0.2031,0.787065552133744,80,"2"
"379",0.0331,0.0242,0.1739,0.75567895002524,78,"2"
"380",0.0353,0.0281,0.1989,0.752422907488987,76,"2"
"381",0.0353,0.0225,0.2237,0.817221770917953,80,"2"
"382",0.0333,0.0226,0.1739,0.769974554707379,80,"2"
"383",0.0291,0.0226,0.1572,0.74860956618465,80,"2"
"384",0.0334,0.0207,0.1988,0.811389521640091,79,"2"
"385",0.0334,0.0245,0.1781,0.758144126357354,79,"2"
"386",0.0313,0.0245,0.1947,0.776459854014598,78,"2"
"387",0.0356,0.0245,0.2236,0.802498992341798,78,"2"
"388",0.0356,0.0264,0.2236,0.7888,78,"2"
"389",0.0335,0.0227,0.1864,0.782879005260641,80,"2"
"390",0.0335,0.0264,0.2112,0.777777777777778,80,"2"
"391",0.0335,0.0189,0.1738,0.803840166061235,79,"2"
"392",0.0335,0.0245,0.1864,0.767662399241347,78,"2"
"393",0.0335,0.0208,0.1697,0.781627296587927,79,"2"
"394",0.0271,0.0208,0.1406,0.742255266418835,80,"2"
"395",0.0292,0.0208,0.1572,0.766292134831461,82,"2"
"396",0.0313,0.0227,0.1864,0.782879005260641,83,"2"
"397",0.0377,0.0264,0.2401,0.80187617260788,82,"2"
"398",0.0335,0.0245,0.2401,0.814814814814815,80,"2"
"399",0.0335,0.0264,0.2195,0.78527856852379,78,"2"
"400",0.0356,0.0227,0.1905,0.787054409005629,77,"2"
"401",0.0313,0.0227,0.1988,0.795033860045147,79,"2"
"402",0.0335,0.0227,0.1781,0.77390438247012,79,"2"
"403",0.0335,0.0245,0.1947,0.776459854014598,79,"2"
"404",0.0371,0.024,0.2116,0.796264855687606,76,"2"
"405",0.0371,0.024,0.2239,0.806373537716821,76,"2"
"406",0.035,0.026,0.2239,0.791916766706683,77,"2"
"407",0.0394,0.0279,0.2487,0.79826464208243,79,"2"
"408",0.0373,0.0241,0.2363,0.814900153609831,81,"2"
"409",0.0352,0.0224,0.2031,0.801330376940133,82,"2"
"410",0.031,0.0224,0.1823,0.78114313629702,82,"2"
"411",0.0332,0.0225,0.1865,0.784688995215311,81,"2"
"412",0.029,0.0225,0.1865,0.784688995215311,81,"2"
"413",0.0311,0.0226,0.1698,0.765072765072765,81,"2"
"414",0.0354,0.0207,0.1988,0.811389521640091,81,"2"
"415",0.0355,0.0263,0.2113,0.778619528619529,81,"2"
"416",0.0313,0.0245,0.1655,0.742105263157895,80,"2"
"417",0.0335,0.0227,0.1905,0.787054409005629,79,"2"
"418",0.0356,0.0227,0.203,0.798848028356225,78,"2"
"419",0.0335,0.0245,0.1905,0.772093023255814,78,"2"
"420",0.0313,0.0208,0.1614,0.771679473106476,79,"2"
"421",0.0377,0.0264,0.2153,0.781547372776169,79,"2"
"422",0.0356,0.0245,0.1988,0.780564263322884,79,"2"
"423",0.0335,0.0264,0.207,0.773778920308483,79,"2"
"424",0.0313,0.0189,0.1655,0.795010845986985,79,"2"
"425",0.0271,0.0189,0.1364,0.756600128783001,79,"2"
"426",0.0292,0.0189,0.1448,0.769089798411729,79,"2"
"427",0.0335,0.0208,0.1947,0.806960556844548,79,"2"
"428",0.0356,0.0264,0.2236,0.7888,74,"2"
"429",0.0377,0.0264,0.2443,0.804950129294422,80,"2"
"430",0.0335,0.0245,0.2153,0.795663052543786,82,"2"
"431",0.0313,0.0227,0.1822,0.77842850170815,77,"2"
"432",0.0313,0.0208,0.1822,0.795073891625616,76,"2"
"433",0.0292,0.0208,0.1614,0.771679473106476,80,"2"
"434",0.0292,0.0227,0.1531,0.741751990898749,83,"2"
"435",0.037,0.0258,0.2116,0.782645324347094,75,"2"
"436",0.0349,0.024,0.199,0.7847533632287,80,"2"
"437",0.0371,0.0203,0.2073,0.821616871704745,80,"2"
"438",0.0372,0.026,0.2239,0.791916766706683,79,"2"
"439",0.0372,0.026,0.2364,0.801829268292683,80,"2"
