"","band2","band3","band4","NDVI","VCF","class"
"4436",0.0865,0.111,0.2092,0.306683322923173,23,"1"
"4437",0.0742,0.0929,0.197,0.359089341152121,27,"1"
"4438",0.0701,0.0857,0.1768,0.347047619047619,17,"1"
"4439",0.066,0.0857,0.1686,0.325992921745969,15,"1"
"4440",0.068,0.0766,0.2214,0.485906040268456,28,"1"
"4441",0.0684,0.0725,0.2484,0.548145839825491,41,"1"
"4442",0.077,0.0911,0.2402,0.450045276184727,21,"1"
"4443",0.0791,0.0986,0.2361,0.410815655811174,8,"1"
"4444",0.077,0.0948,0.2319,0.419651056014692,16,"1"
"4445",0.077,0.0856,0.2112,0.423180592991914,9,"1"
"4446",0.0747,0.0873,0.2153,0.423000660938533,9,"1"
"4447",0.0747,0.0892,0.203,0.389459274469541,19,"1"
"4448",0.0705,0.0818,0.2071,0.433714087919695,26,"1"
"4449",0.0684,0.0781,0.2071,0.452314165497896,26,"1"
"4450",0.0705,0.0799,0.2071,0.443205574912892,27,"1"
"4451",0.0662,0.0781,0.2071,0.452314165497896,31,"1"
"4452",0.0726,0.0799,0.2237,0.47364953886693,29,"1"
"4453",0.0769,0.0837,0.232,0.469749762432689,19,"1"
"4454",0.0726,0.0762,0.2362,0.512163892445583,23,"1"
"4455",0.0726,0.0724,0.2362,0.530784186649384,15,"1"
"4456",0.0704,0.0743,0.2237,0.501342281879195,18,"1"
"4457",0.0704,0.0743,0.2279,0.508272667107876,27,"1"
"4458",0.0704,0.078,0.2155,0.468483816013629,17,"1"
"4459",0.0703,0.0798,0.2031,0.435843054082715,20,"1"
"4460",0.0702,0.0741,0.2198,0.495746852670977,20,"1"
"4461",0.0766,0.0779,0.2656,0.546433770014556,24,"1"
"4462",0.0711,0.0828,0.1828,0.376506024096386,16,"1"
"4463",0.0733,0.0904,0.1828,0.338213762811127,17,"1"
"4464",0.0734,0.0829,0.1659,0.333601286173633,22,"1"
"4465",0.0649,0.0829,0.1533,0.29805249788315,26,"1"
"4466",0.0714,0.0867,0.1533,0.2775,26,"1"
"4467",0.065,0.0774,0.1406,0.289908256880734,23,"1"
"4468",0.0737,0.0887,0.1574,0.279154815115807,22,"1"
"4469",0.0695,0.0812,0.1784,0.37442218798151,21,"1"
"4470",0.0783,0.0943,0.1741,0.297317436661699,18,"1"
"4471",0.0805,0.102,0.1783,0.272208348198359,12,"1"
"4472",0.0784,0.0982,0.174,0.278471711976488,9,"1"
"4473",0.0827,0.1021,0.174,0.260412893879029,10,"1"
"4474",0.0785,0.0983,0.1782,0.288969258589512,11,"1"
"4475",0.0765,0.0928,0.1823,0.325336241366776,19,"1"
"4476",0.0743,0.0796,0.2031,0.436858860983375,18,"1"
"4477",0.0788,0.0816,0.2155,0.45069000336587,10,"1"
"4478",0.0767,0.091,0.1988,0.371980676328502,9,"1"
"4479",0.081,0.0947,0.2071,0.372432074221339,15,"1"
"4480",0.0788,0.0946,0.1822,0.316473988439306,11,"1"
"4481",0.083,0.0928,0.1739,0.304086989126359,0,"1"
"4482",0.0787,0.1003,0.1739,0.268417213712619,7,"1"
"4483",0.0765,0.089,0.1572,0.277010560519903,12,"1"
"4484",0.0699,0.0889,0.1572,0.277529459569281,17,"1"
"4485",0.0741,0.087,0.174,0.333333333333333,17,"1"
"4486",0.0704,0.0805,0.2171,0.459005376344086,22,"1"
"4487",0.0764,0.084,0.2211,0.449360865290069,23,"1"
"4488",0.0784,0.093,0.2252,0.415461973601508,24,"1"
"4489",0.0866,0.0965,0.2373,0.421809466746555,15,"1"
"4490",0.0743,0.0786,0.2091,0.453597497393118,29,"1"
"4491",0.0702,0.084,0.1888,0.3841642228739,18,"1"
"4492",0.0742,0.0893,0.1929,0.367115520907158,16,"1"
"4493",0.0742,0.0893,0.1849,0.348650619985412,16,"1"
"4494",0.066,0.0767,0.2011,0.447804175665947,31,"1"
"4495",0.066,0.0767,0.2051,0.455642299503194,26,"1"
"4496",0.066,0.0748,0.2133,0.480735855605692,26,"1"
"4497",0.0659,0.0694,0.2336,0.541914191419142,31,"1"
"4498",0.0679,0.073,0.2418,0.536213468869123,34,"1"
"4499",0.0638,0.0621,0.2621,0.616903146206046,32,"1"
"4500",0.0617,0.0548,0.254,0.645077720207254,32,"1"
"4501",0.0658,0.0693,0.2094,0.502691065662002,35,"1"
"4502",0.0642,0.0594,0.2527,0.619352771547581,40,"1"
"4503",0.0641,0.0556,0.2857,0.674186932317609,50,"1"
"4504",0.0705,0.065,0.2568,0.596022374145432,32,"1"
"4505",0.0705,0.0781,0.2279,0.489542483660131,15,"1"
"4506",0.0812,0.0985,0.2279,0.396446078431373,21,"1"
"4507",0.0747,0.0818,0.2154,0.449528936742934,23,"1"
"4508",0.0747,0.0799,0.2113,0.451236263736264,25,"1"
"4509",0.0769,0.0799,0.2279,0.480831708901884,32,"1"
"4510",0.0726,0.0817,0.2154,0.450016829350387,33,"1"
"4511",0.0747,0.0724,0.232,0.52431011826544,18,"1"
"4512",0.0725,0.0762,0.2196,0.484787018255578,5,"1"
"4513",0.0725,0.0798,0.203,0.435643564356436,16,"1"
"4514",0.0662,0.0743,0.2154,0.487055574732482,39,"1"
"4515",0.0746,0.0762,0.2445,0.524789522918616,27,"1"
"4516",0.0769,0.0892,0.2403,0.458573596358118,14,"1"
"4517",0.0769,0.0892,0.2362,0.451751690227412,18,"1"
"4518",0.0725,0.0836,0.2238,0.456083279115159,13,"1"
"4519",0.0704,0.0761,0.2031,0.45487106017192,14,"1"
"4520",0.0661,0.0761,0.2072,0.462760324744088,18,"1"
"4521",0.0768,0.0891,0.2197,0.422927461139896,9,"1"
"4522",0.0744,0.0872,0.2156,0.424042272126816,17,"1"
"4523",0.0722,0.0779,0.224,0.483935077840345,18,"1"
"4524",0.0808,0.0909,0.2739,0.501644736842105,19,"1"
"4525",0.0646,0.0827,0.1491,0.286453839516825,11,"1"
"4526",0.0668,0.0847,0.1533,0.288235294117647,11,"1"
"4527",0.069,0.0809,0.1533,0.309137489325363,15,"1"
"4528",0.0691,0.0829,0.1743,0.355365474339036,17,"1"
"4529",0.0735,0.0905,0.1701,0.305448963929394,19,"1"
"4530",0.0693,0.081,0.149,0.295652173913043,19,"1"
"4531",0.0759,0.0867,0.1448,0.25097192224622,19,"1"
"4532",0.0737,0.0868,0.17,0.32398753894081,20,"1"
"4533",0.0761,0.0868,0.1868,0.365497076023392,19,"1"
"4534",0.0761,0.0907,0.1784,0.325901151988108,17,"1"
"4535",0.0762,0.0926,0.1824,0.326545454545455,16,"1"
"4536",0.0784,0.1001,0.1783,0.280890804597701,16,"1"
"4537",0.0763,0.0945,0.174,0.29608938547486,6,"1"
"4538",0.0785,0.0945,0.1823,0.317196531791907,14,"1"
"4539",0.0765,0.0853,0.2073,0.416951469583049,18,"1"
"4540",0.0829,0.0834,0.2281,0.464526484751204,16,"1"
"4541",0.0766,0.0872,0.2197,0.431736722059303,21,"1"
"4542",0.0788,0.091,0.2114,0.398148148148148,27,"1"
"4543",0.083,0.0965,0.1948,0.337452797802952,19,"1"
"4544",0.0787,0.0928,0.1865,0.335481561045471,3,"1"
"4545",0.0765,0.0945,0.1739,0.295827123695976,20,"1"
"4546",0.072,0.0814,0.1656,0.340890688259109,21,"1"
"4547",0.072,0.0814,0.1656,0.340890688259109,22,"1"
"4548",0.0698,0.0813,0.1783,0.373651771956857,22,"1"
"4549",0.0675,0.0794,0.1699,0.363016446048937,20,"1"
"4550",0.0632,0.0643,0.1532,0.408735632183908,18,"1"
"4551",0.0765,0.0912,0.2009,0.375556316330024,22,"1"
"4552",0.0663,0.0769,0.2252,0.490897053955644,25,"1"
"4553",0.0744,0.0805,0.2292,0.480142072973846,24,"1"
"4554",0.0805,0.0912,0.2454,0.458110516934046,26,"1"
"4555",0.0825,0.093,0.2373,0.436875567665758,14,"1"
"4556",0.0682,0.0696,0.2212,0.521320495185695,32,"1"
"4557",0.0682,0.0786,0.1767,0.384253819036428,19,"1"
"4558",0.0701,0.0839,0.1807,0.36583522297808,19,"1"
"4559",0.0721,0.0876,0.197,0.384399156711174,17,"1"
"4560",0.0701,0.0803,0.2132,0.452810902896082,29,"1"
"4561",0.0639,0.0731,0.2214,0.503565365025467,39,"1"
"4562",0.0639,0.0712,0.2214,0.513328776486671,38,"1"
"4563",0.0638,0.0675,0.2215,0.532871972318339,25,"1"
"4564",0.072,0.0838,0.2256,0.45830639948287,23,"1"
"4565",0.0638,0.0639,0.25,0.592863969417012,34,"1"
"4566",0.0617,0.0584,0.2297,0.594585213467546,36,"1"
"4567",0.0657,0.0711,0.2013,0.477973568281938,28,"1"
"4568",0.0677,0.0746,0.1891,0.434205536594615,20,"1"
"4569",0.0697,0.0801,0.2095,0.446823204419889,34,"1"
"4570",0.0676,0.0746,0.2461,0.534767695665731,35,"1"
"4571",0.0737,0.0836,0.234,0.473551637279597,22,"1"
"4572",0.0769,0.0837,0.2568,0.508370044052863,11,"1"
"4573",0.0662,0.063,0.261,0.611111111111111,30,"1"
"4574",0.0641,0.0575,0.2858,0.66501602097291,49,"1"
"4575",0.0662,0.0575,0.2693,0.648102815177479,39,"1"
"4576",0.0683,0.0743,0.2237,0.501342281879195,25,"1"
"4577",0.0704,0.0762,0.2237,0.491830610203401,31,"1"
"4578",0.0662,0.063,0.2113,0.54064892453518,50,"1"
"4579",0.0683,0.0687,0.2154,0.51636747624076,34,"1"
"4580",0.0725,0.0761,0.2279,0.499342105263158,21,"1"
"4581",0.0769,0.0892,0.2362,0.451751690227412,23,"1"
"4582",0.0725,0.0873,0.2321,0.453350031308704,32,"1"
"4583",0.0704,0.0706,0.2114,0.499290780141844,33,"1"
"4584",0.0703,0.0742,0.2031,0.464839523981248,23,"1"
"4585",0.0703,0.0798,0.228,0.481481481481481,13,"1"
"4586",0.0768,0.0817,0.2446,0.499233833895188,28,"1"
"4587",0.0724,0.0836,0.2487,0.496840204634367,31,"1"
"4588",0.0724,0.0817,0.2446,0.499233833895188,43,"1"
"4589",0.0768,0.0836,0.2238,0.456083279115159,30,"1"
"4590",0.0768,0.0985,0.2155,0.372611464968153,23,"1"
"4591",0.0703,0.0854,0.2072,0.416267942583732,27,"1"
"4592",0.0788,0.0872,0.2322,0.453976205385097,17,"1"
"4593",0.0809,0.0909,0.2406,0.45158371040724,19,"1"
"4594",0.0787,0.0871,0.2406,0.468416234360696,26,"1"
"4595",0.085,0.0945,0.2781,0.492753623188406,24,"1"
"4596",0.0688,0.0864,0.1491,0.266242038216561,18,"1"
"4597",0.0689,0.0847,0.1534,0.288534229315414,20,"1"
"4598",0.069,0.0771,0.1744,0.386878727634195,24,"1"
"4599",0.0734,0.079,0.2163,0.464950897392482,25,"1"
"4600",0.0757,0.0848,0.2121,0.428763893566858,16,"1"
"4601",0.0758,0.0791,0.1785,0.385869565217391,18,"1"
"4602",0.0736,0.0886,0.1533,0.267465894997933,18,"1"
"4603",0.0759,0.0905,0.1701,0.305448963929394,18,"1"
"4604",0.076,0.0906,0.1909,0.356305506216696,18,"1"
"4605",0.0717,0.0793,0.1784,0.384555684904928,18,"1"
"4606",0.0739,0.0926,0.1825,0.326790258087968,17,"1"
"4607",0.0783,0.0963,0.1867,0.319434628975265,16,"1"
"4608",0.0784,0.0926,0.1783,0.316352897748247,4,"1"
"4609",0.0785,0.0908,0.1907,0.354884547069272,12,"1"
"4610",0.0764,0.0814,0.2199,0.459674742781281,18,"1"
"4611",0.0765,0.0815,0.2282,0.473684210526316,20,"1"
"4612",0.0766,0.0815,0.2198,0.459010952538998,25,"1"
"4613",0.0744,0.0816,0.2238,0.465618860510805,30,"1"
"4614",0.0808,0.089,0.2198,0.423575129533679,26,"1"
"4615",0.0765,0.0834,0.2115,0.434384537131231,17,"1"
"4616",0.0742,0.0758,0.1949,0.439970446989287,30,"1"
"4617",0.0698,0.0758,0.1907,0.431144465290807,27,"1"
"4618",0.0719,0.0794,0.1908,0.412287194670614,24,"1"
"4619",0.0697,0.0757,0.1783,0.403937007874016,23,"1"
"4620",0.0653,0.0756,0.1616,0.36256323777403,24,"1"
"4621",0.0652,0.07,0.1657,0.406024607551973,24,"1"
"4622",0.0673,0.0775,0.1742,0.384187524831148,23,"1"
"4623",0.0672,0.0811,0.1701,0.354299363057325,22,"1"
"4624",0.0623,0.0625,0.213,0.546279491833031,29,"1"
"4625",0.0785,0.0949,0.2292,0.414378278309164,33,"1"
"4626",0.0683,0.0733,0.2333,0.521852576647097,33,"1"
"4627",0.0703,0.0768,0.2454,0.523277467411546,30,"1"
"4628",0.0886,0.1038,0.2495,0.412397395980753,32,"1"
"4629",0.0845,0.0965,0.2535,0.448571428571429,17,"1"
"4630",0.0682,0.0695,0.2334,0.541102674149884,37,"1"
"4631",0.0641,0.0804,0.1645,0.34340547162107,23,"1"
"4632",0.066,0.0804,0.1605,0.332503113325031,25,"1"
"4633",0.0721,0.0893,0.2092,0.401675041876047,23,"1"
"4634",0.0761,0.0803,0.2295,0.481601032924467,26,"1"
"4635",0.0598,0.0657,0.2255,0.548763736263736,49,"1"
"4636",0.0598,0.0712,0.2012,0.477239353891336,46,"1"
"4637",0.0679,0.082,0.2012,0.42090395480226,18,"1"
"4638",0.0719,0.0802,0.2296,0.482246610716591,15,"1"
"4639",0.0637,0.0656,0.254,0.589486858573216,40,"1"
"4640",0.0657,0.0656,0.2216,0.543175487465181,43,"1"
"4641",0.0698,0.0783,0.2095,0.45587213342599,20,"1"
"4642",0.0656,0.0746,0.2054,0.467142857142857,16,"1"
"4643",0.0717,0.0801,0.2054,0.438879159369527,15,"1"
"4644",0.0697,0.0782,0.2177,0.471443055086178,20,"1"
"4645",0.0717,0.0818,0.238,0.488430268918074,31,"1"
"4646",0.0737,0.0782,0.2665,0.546272120684653,34,"1"
"4647",0.0799,0.0817,0.2788,0.546740638002774,29,"1"
"4648",0.0799,0.089,0.287,0.526595744680851,22,"1"
"4649",0.079,0.0836,0.2445,0.490399268515696,24,"1"
"4650",0.0811,0.0892,0.2568,0.484393063583815,13,"1"
"4651",0.0725,0.0706,0.2652,0.579511614055986,16,"1"
"4652",0.0662,0.0574,0.2776,0.657313432835821,42,"1"
"4653",0.0619,0.0518,0.2569,0.664399092970522,56,"1"
"4654",0.064,0.0593,0.228,0.587191089453533,45,"1"
"4655",0.0661,0.0649,0.2114,0.530220774520449,33,"1"
"4656",0.0703,0.0742,0.2114,0.480392156862745,21,"1"
"4657",0.0703,0.0742,0.2197,0.495066349098333,27,"1"
"4658",0.0724,0.0742,0.228,0.508934480476506,27,"1"
"4659",0.0724,0.0742,0.2321,0.515507672216781,21,"1"
"4660",0.0682,0.0705,0.228,0.527638190954774,25,"1"
"4661",0.066,0.0629,0.2155,0.548132183908046,35,"1"
"4662",0.0681,0.0723,0.2031,0.474945533769063,35,"1"
"4663",0.0724,0.0854,0.2197,0.440183546378237,27,"1"
"4664",0.0789,0.0929,0.2322,0.428483543525069,14,"1"
"4665",0.0724,0.0854,0.2364,0.469235550031075,30,"1"
"4666",0.066,0.0686,0.2322,0.543882978723404,43,"1"
"4667",0.0723,0.0854,0.2239,0.447785321694148,17,"1"
"4668",0.0809,0.0872,0.2156,0.424042272126816,5,"1"
"4669",0.0744,0.0797,0.2156,0.460209955976973,21,"1"
"4670",0.0744,0.0779,0.2365,0.504452926208651,22,"1"
"4671",0.0743,0.0796,0.2407,0.502965969403684,25,"1"
"4672",0.0721,0.0721,0.249,0.55091871691062,36,"1"
"4673",0.0764,0.0758,0.2824,0.57677275265215,33,"1"
"4674",0.0719,0.0777,0.2659,0.547729918509895,31,"1"
"4675",0.0688,0.0808,0.1871,0.39678984695782,29,"1"
"4676",0.0689,0.0695,0.2207,0.521019986216402,48,"1"
"4677",0.0712,0.0696,0.2457,0.558515699333968,58,"1"
"4678",0.0734,0.079,0.2414,0.506866416978777,18,"1"
"4679",0.0757,0.0904,0.2079,0.393898759637948,20,"1"
"4680",0.0758,0.0942,0.1701,0.287173666288309,19,"1"
"4681",0.0714,0.083,0.1742,0.354587869362364,17,"1"
"4682",0.0715,0.0792,0.1826,0.394957983193277,15,"1"
"4683",0.076,0.0887,0.1742,0.325218714340053,15,"1"
"4684",0.0761,0.0962,0.1784,0.299344501092498,13,"1"
"4685",0.0783,0.0963,0.1783,0.298616168973052,10,"1"
"4686",0.0805,0.0982,0.1783,0.289692585895118,8,"1"
"4687",0.0763,0.0963,0.1824,0.308934337997847,14,"1"
"4688",0.0763,0.0852,0.1991,0.400633134013366,17,"1"
"4689",0.0742,0.0795,0.2074,0.445799930289299,17,"1"
"4690",0.0721,0.0778,0.1782,0.3921875,18,"1"
"4691",0.07,0.0759,0.1948,0.439231621721463,23,"1"
"4692",0.0742,0.074,0.2365,0.523349436392915,28,"1"
"4693",0.0764,0.0703,0.2406,0.547764554519138,29,"1"
"4694",0.072,0.0683,0.22,0.526187998612556,27,"1"
"4695",0.0719,0.0794,0.2158,0.462059620596206,22,"1"
"4696",0.0739,0.0813,0.2367,0.488679245283019,16,"1"
"4697",0.0717,0.0756,0.2076,0.466101694915254,16,"1"
"4698",0.0674,0.0756,0.1657,0.373394115209283,21,"1"
"4699",0.0652,0.0717,0.1742,0.416836112240748,25,"1"
"4700",0.0672,0.0736,0.1826,0.425448868071819,26,"1"
"4701",0.065,0.0735,0.1742,0.406540169559952,24,"1"
"4702",0.0628,0.0659,0.2037,0.511127596439169,60,"1"
"4703",0.0584,0.0602,0.2079,0.550913838120104,48,"1"
"4704",0.0648,0.0639,0.2038,0.522599925289503,35,"1"
"4705",0.0684,0.0822,0.1968,0.410752688172043,35,"1"
"4706",0.0663,0.0697,0.2372,0.545780384490062,41,"1"
"4707",0.0784,0.0822,0.2333,0.47892234548336,13,"1"
"4708",0.0743,0.0786,0.2414,0.50875,19,"1"
"4709",0.0743,0.0876,0.2414,0.467477203647416,30,"1"
"4710",0.0845,0.1002,0.2374,0.406398104265403,22,"1"
"4711",0.0804,0.0983,0.2374,0.414358057789693,19,"1"
"4712",0.0681,0.0713,0.2416,0.544263342921061,36,"1"
"4713",0.064,0.0641,0.193,0.501361338000778,34,"1"
"4714",0.066,0.0785,0.1686,0.364629704573047,20,"1"
"4715",0.068,0.0803,0.1808,0.38490999617005,20,"1"
"4716",0.0659,0.0694,0.2214,0.522696011004127,33,"1"
"4717",0.0557,0.0567,0.2418,0.620100502512563,50,"1"
"4718",0.0577,0.0603,0.2377,0.595302013422819,41,"1"
"4719",0.0617,0.0675,0.2337,0.551792828685259,32,"1"
"4720",0.0678,0.0802,0.2419,0.502018006830177,24,"1"
"4721",0.0678,0.0693,0.25,0.565925461948011,27,"1"
"4722",0.0616,0.0638,0.2257,0.559240069084629,43,"1"
"4723",0.0677,0.0729,0.2217,0.505091649694501,36,"1"
"4724",0.0656,0.0692,0.2298,0.537123745819398,42,"1"
"4725",0.0676,0.0782,0.2136,0.464016449623029,27,"1"
"4726",0.0696,0.0818,0.2055,0.430560389836408,25,"1"
"4727",0.0778,0.0854,0.2543,0.497203414777745,31,"1"
"4728",0.0799,0.0873,0.2707,0.512290502793296,26,"1"
"4729",0.0799,0.0854,0.2544,0.497351383166569,24,"1"
"4730",0.0819,0.0962,0.2544,0.451226468910439,24,"1"
"4731",0.0776,0.0835,0.2709,0.528781038374718,19,"1"
"4732",0.0735,0.0781,0.2668,0.547115105827776,28,"1"
"4733",0.0693,0.0726,0.2546,0.556234718826406,33,"1"
"4734",0.0631,0.0616,0.2384,0.589333333333333,31,"1"
"4735",0.0704,0.0724,0.2279,0.517815517815518,22,"1"
"4736",0.0704,0.0724,0.2486,0.548909657320872,39,"1"
"4737",0.0725,0.0742,0.2528,0.546177370030581,24,"1"
"4738",0.0704,0.0706,0.2653,0.579636796665674,33,"1"
"4739",0.0682,0.0612,0.2736,0.634408602150538,29,"1"
"4740",0.0618,0.0555,0.2446,0.630123292235921,35,"1"
"4741",0.0618,0.0554,0.2114,0.584707646176912,64,"1"
"4742",0.0682,0.0705,0.2072,0.492257832193014,20,"1"
"4743",0.0745,0.091,0.2238,0.421855146124524,17,"1"
"4744",0.0745,0.0854,0.2321,0.462047244094488,12,"1"
"4745",0.0703,0.0686,0.2363,0.550016398819285,30,"1"
"4746",0.0702,0.0705,0.2447,0.552664974619289,43,"1"
"4747",0.0681,0.0722,0.2239,0.512326916582236,30,"1"
"4748",0.066,0.0705,0.2156,0.507165326808808,28,"1"
"4749",0.0681,0.0722,0.2281,0.519147519147519,34,"1"
"4750",0.0744,0.0797,0.2239,0.474967061923584,25,"1"
"4751",0.0767,0.0909,0.2281,0.430094043887147,15,"1"
"4752",0.0744,0.0854,0.2239,0.447785321694148,14,"1"
"4753",0.0701,0.0704,0.2239,0.521576622494054,27,"1"
"4754",0.0744,0.0741,0.2365,0.522858982614295,38,"1"
"4755",0.0701,0.0796,0.2282,0.482781026640676,32,"1"
"4756",0.0722,0.076,0.2282,0.500328731097962,28,"1"
"4757",0.0721,0.074,0.2407,0.529710835716555,28,"1"
"4758",0.0699,0.0684,0.249,0.568998109640832,24,"1"
"4759",0.0677,0.0683,0.2533,0.575248756218905,18,"1"
"4760",0.0698,0.0644,0.2575,0.599875737806772,22,"1"
"4761",0.0719,0.0719,0.2409,0.540281329923274,24,"1"
"4762",0.0688,0.0712,0.2081,0.49015395631937,27,"1"
"4763",0.0667,0.0656,0.2332,0.56091030789826,60,"1"
"4764",0.0689,0.0618,0.2499,0.603464870067372,60,"1"
"4765",0.0712,0.0714,0.2498,0.555417185554172,28,"1"
"4766",0.0757,0.0866,0.2122,0.420348058902276,21,"1"
"4767",0.0779,0.098,0.1827,0.301745635910224,16,"1"
"4768",0.0779,0.0905,0.1869,0.347512617159337,18,"1"
"4769",0.0736,0.0849,0.1826,0.365233644859813,22,"1"
"4770",0.0759,0.0925,0.1742,0.306336707911511,20,"1"
"4771",0.076,0.0925,0.1784,0.317091177556294,13,"1"
"4772",0.0803,0.0943,0.1784,0.308397506417308,8,"1"
"4773",0.0804,0.0944,0.1783,0.307664099743308,8,"1"
"4774",0.0762,0.0944,0.1824,0.317919075144509,16,"1"
"4775",0.0763,0.0907,0.1783,0.325650557620818,0,"1"
"4776",0.0763,0.0927,0.1824,0.326063249727372,24,"1"
"4777",0.0785,0.0927,0.1782,0.315614617940199,9,"1"
"4778",0.0742,0.0778,0.2032,0.44626334519573,19,"1"
"4779",0.072,0.0664,0.2572,0.589616810877627,32,"1"
"4780",0.0741,0.0683,0.249,0.569492593759849,25,"1"
"4781",0.074,0.0776,0.2117,0.463532665053578,18,"1"
"4782",0.0739,0.0813,0.2159,0.452893674293405,9,"1"
"4783",0.0739,0.0737,0.2368,0.525281803542673,14,"1"
"4784",0.0717,0.0737,0.2119,0.483893557422969,21,"1"
"4785",0.0695,0.0792,0.1742,0.37490134175217,18,"1"
"4786",0.0672,0.0717,0.1742,0.416836112240748,22,"1"
"4787",0.0672,0.0754,0.1785,0.406065380070894,35,"1"
"4788",0.0628,0.0698,0.1869,0.456174522789248,40,"1"
"4789",0.0627,0.0583,0.2121,0.568786982248521,41,"1"
"4790",0.0605,0.0602,0.2122,0.558002936857562,32,"1"
"4791",0.0582,0.0619,0.2038,0.534060971019947,37,"1"
"4792",0.0603,0.0618,0.2039,0.534813699661272,43,"1"
"4793",0.0624,0.0618,0.1997,0.527342256214149,34,"1"
"4794",0.0662,0.0696,0.2212,0.521320495185695,38,"1"
"4795",0.0663,0.0696,0.2252,0.527815468113976,32,"1"
"4796",0.0663,0.0715,0.2494,0.554378311000312,26,"1"
"4797",0.0724,0.0696,0.2616,0.579710144927536,35,"1"
"4798",0.0764,0.0733,0.2373,0.528010302640052,28,"1"
"4799",0.0763,0.0822,0.2373,0.485446009389671,29,"1"
"4800",0.0825,0.0948,0.2374,0.429259482239615,30,"1"
"4801",0.0845,0.093,0.2334,0.430147058823529,21,"1"
"4802",0.0742,0.0804,0.2173,0.459858918374202,18,"1"
"4803",0.0681,0.0731,0.2294,0.516694214876033,28,"1"
"4804",0.066,0.0695,0.2375,0.547231270358306,31,"1"
"4805",0.07,0.0766,0.2093,0.464148303602658,23,"1"
"4806",0.07,0.0803,0.1931,0.412582297000732,18,"1"
"4807",0.0659,0.0748,0.2175,0.488197057817311,27,"1"
"4808",0.0597,0.0603,0.2539,0.616168045830681,40,"1"
"4809",0.0678,0.0711,0.254,0.562596124269456,30,"1"
"4810",0.0739,0.0856,0.2338,0.463994990607389,25,"1"
"4811",0.0759,0.091,0.2338,0.439655172413793,24,"1"
"4812",0.0718,0.0783,0.2339,0.498398462524023,27,"1"
"4813",0.0656,0.0638,0.2339,0.571380584481021,39,"1"
"4814",0.0656,0.071,0.2177,0.508139937651541,29,"1"
"4815",0.0697,0.0764,0.2259,0.494541845848495,36,"1"
"4816",0.0676,0.0801,0.2136,0.454545454545455,22,"1"
"4817",0.0757,0.089,0.2097,0.404084365584198,23,"1"
"4818",0.0799,0.0962,0.2462,0.438084112149533,29,"1"
"4819",0.0777,0.089,0.226,0.434920634920635,25,"1"
"4820",0.0736,0.0854,0.2138,0.429144385026738,24,"1"
"4821",0.0818,0.0999,0.2301,0.394545454545455,24,"1"
"4822",0.0755,0.0816,0.2587,0.520423156038789,18,"1"
"4823",0.0652,0.0671,0.2465,0.572066326530612,37,"1"
"4824",0.0611,0.0616,0.2384,0.589333333333333,39,"1"
"4825",0.0652,0.0652,0.2344,0.56475300400534,37,"1"
"4826",0.0672,0.0725,0.2384,0.533612093920875,31,"1"
"4827",0.0692,0.0742,0.2426,0.531565656565657,27,"1"
"4828",0.0753,0.0852,0.2426,0.480170835875534,25,"1"
"4829",0.0773,0.0852,0.2467,0.486592347092498,20,"1"
"4830",0.0704,0.0798,0.2196,0.466933867735471,27,"1"
"4831",0.0704,0.0742,0.228,0.508934480476506,30,"1"
"4832",0.0661,0.0593,0.2528,0.619993591797501,51,"1"
"4833",0.0703,0.0686,0.2611,0.583864118895966,29,"1"
"4834",0.0703,0.0648,0.2653,0.607391699485005,29,"1"
"4835",0.0724,0.0573,0.2901,0.670120898100173,32,"1"
"4836",0.0618,0.0536,0.2404,0.635374149659864,41,"1"
"4837",0.0618,0.0536,0.1989,0.575445544554455,63,"1"
"4838",0.0724,0.0742,0.2155,0.487745944080083,24,"1"
"4839",0.0767,0.0929,0.2281,0.421183800623053,16,"1"
"4840",0.0788,0.0929,0.2239,0.413510101010101,10,"1"
"4841",0.0744,0.0797,0.2198,0.467779632721202,25,"1"
"4842",0.0681,0.0779,0.2198,0.476654350016795,35,"1"
"4843",0.0702,0.0741,0.2156,0.488436313427684,24,"1"
"4844",0.0701,0.0722,0.2239,0.512326916582236,23,"1"
"4845",0.068,0.0722,0.2406,0.538363171355499,30,"1"
"4846",0.0701,0.0779,0.2406,0.510832025117739,25,"1"
"4847",0.0743,0.0834,0.2406,0.485185185185185,26,"1"
"4848",0.0743,0.0759,0.2406,0.520379146919431,22,"1"
"4849",0.0701,0.074,0.2365,0.523349436392915,30,"1"
"4850",0.0722,0.0778,0.2406,0.511306532663317,37,"1"
"4851",0.0722,0.0778,0.2407,0.511459968602826,29,"1"
"4852",0.07,0.0778,0.2324,0.498388136686009,25,"1"
"4853",0.0721,0.0702,0.2407,0.548407848182695,26,"1"
"4854",0.072,0.0702,0.245,0.554568527918782,22,"1"
"4855",0.0719,0.0758,0.2201,0.487664751605272,29,"1"
"4856",0.0697,0.0776,0.2159,0.471209540034072,30,"1"
"4857",0.0718,0.0776,0.2369,0.506518282988871,30,"1"
"4858",0.0783,0.0887,0.237,0.455326988025791,25,"1"
"4859",0.0645,0.0637,0.2459,0.588501291989664,43,"1"
"4860",0.071,0.0676,0.2542,0.579863269111249,46,"1"
"4861",0.0733,0.0696,0.2625,0.580849141824752,22,"1"
"4862",0.0778,0.0828,0.2247,0.461463414634146,17,"1"
